plan_longitude,plan_latitude
-87.7734501,41.84187458
-87.74950703,41.6706636999
-87.7620217399,41.84463927
-87.8840722099,41.8468557799
-87.6481613516,41.9078944606
-87.6157385199,41.88512335
-87.6428716,41.9227960699
-87.7065239599,41.86296935
-87.6561867199,41.86945061
-87.90469516,41.7996110899
-87.7024305,41.9298109499
-87.75356023,41.92016693
-87.64291237,41.88871524
-87.591813,41.80082308
-87.62134052,41.86322091
-87.95697776,41.8889124399
-87.6177165299,41.89328106
-87.5996938347,41.793224508
-87.6394684499,41.8108155999
-87.6851280599,41.94039128
-87.66207409,41.90445031
-87.6306438446,41.872452925
-87.7513714499,41.7289791099
-87.64179015,41.8780292399
-87.5809085,41.79633315
-87.6313143968,41.8867710104
-87.67447518,41.95515412
-87.6258615299,41.9081912899
-87.8365761999,41.73353513
-87.7250790399,41.62668173
-87.84712763,41.8294537499
-87.6367508499,41.88089697
-87.7396675499,41.77179068
-87.6439708799,41.87701057
-87.6434835791,41.8958796872
-87.6313143968,41.8867710104
-87.8212589599,41.83972799
-87.7991509437,41.8921089332
-87.6240429282,41.859599264
-87.6540579299,41.9391297299
-87.89778003,41.8628506499
-87.83838165,41.80846858
-87.6344249699,41.88321022
-87.65628397,41.9045522999
-87.6291858299,41.8740473499
-87.68926113,41.92144263
-87.6500232,41.8766420999
-87.8957711399,41.8584096399
-87.6699215099,41.90168895
-87.67013781,41.9056937399
-87.6327919999,41.86803143
-87.6493102,41.8867848
-87.65667987,41.9362271199
-87.63361046,41.8736190999
-87.7718161699,41.8275837799
-87.62434881,41.87612836
-87.6415532999,41.9433867999
-87.6308906078,41.8948602519
-87.66657039,41.9424959799
-87.6564309,41.93733675
-87.6320981399,41.8382948499
-87.78062547,41.7944325699
-87.81195194,41.8358369299
-87.62368621,41.86414552
-87.76827792,41.9204112199
-87.8022134999,41.7510376899
-87.63083998,41.88137682
-87.94004866,41.8880578099
-87.81992047,41.8963107599
-87.91393492,41.88490929
-87.61578932,41.89349928
-87.64692376,41.94546356
-87.64740534,41.95098535
-87.67060487,41.88392779
-87.6435747742,41.9463347619
-87.8790975099,41.80416245
-87.65669162,41.8818762699
-87.6496784299,41.90858146
-87.8509664599,41.80743958
-87.6219189699,41.86166473
-87.6017647599,41.81224805
-87.59641852,41.7905744899
-87.8218929899,41.89838134
-87.8805866999,41.8149161199
-87.6787299599,41.89223526
-87.6795963099,41.9404819
-87.61767158,41.89137667
-87.6476308799,41.9445480099
-87.6377880999,41.83947226
-87.66511902,41.89977823
-87.8237360499,41.8954351699
-87.780399,41.8694400899
-87.9617420299,41.9175283499
-87.6326018571,41.8865240707
-87.969154,41.8936925499
-87.63938632,41.93516933
-87.7751391,41.7226071799
-87.7550658699,41.92409249
-87.81659989,41.68496959
-87.67067004,41.95062294
-87.6482977999,41.7068651
-87.6971965799,41.73160758
-87.6243804399,41.87778973
-87.85864926,41.8159407599
-87.7409700999,41.7250115
-87.6246544718,41.8677108542
-87.65467839,41.8336281799
-87.67162188,41.9048560399
-87.6973825693,41.9179542755
-87.6213285326,41.8934386855
-87.6855273599,41.8024265199
-87.9057356099,41.81522391
-87.7079727999,41.95273667
-87.7899200199,41.90014939
-87.7026621699,41.93804113
-87.8887636,41.7797581
-87.6797275699,41.94626163
-87.8881466499,41.76461926
-87.68000646,41.91450743
-87.75071022,41.63752385
-87.6138624999,41.80640247
-87.8808562899,41.86057109
-87.6471918099,41.83582991
-87.6898302299,41.91720154
-87.66880673,41.9482527899
-87.64230732,41.8818570199
-87.68269766,41.95045606
-87.6782079099,41.93531069
-87.63450799,41.88447046
-87.6312649,41.89769325
-87.70902827,41.91015232
-87.63610878,41.85769501
-87.73167553,41.7907215899
-87.6557435999,41.91806523
-87.64434049,41.8103920599
-87.7276580099,41.77917937
-87.89354771,41.76762756
-87.6409936,41.8454272299
-87.7682873699,41.7523529999
-87.69449582,41.7250712199
-87.65530479,41.8701602599
-87.80207699,41.8930890199
-87.6080894199,41.82633071
-87.68490121,41.93720978
-87.6326824599,41.89891046
-87.6157455799,41.88563535
-87.65510935,41.9316971399
-87.62956484,41.8883284899
-87.7988193599,41.86011014
-87.59807759,41.7924279499
-87.6619957,41.9140302799
-87.8050383925,41.9022650629
-87.6874892499,41.92280874
-87.8188300399,41.8416574
-87.71369925,41.9301399
-87.62722626,41.8869609899
-87.8773678099,41.7703410499
-87.7011518599,41.92761988
-87.6981372099,41.9151139299
-87.65187118,41.87615203
-87.6946943399,41.9160260499
-87.80132931,41.8650305399
-87.74618809,41.7417515499
-87.68869053,41.8993835699
-87.6736978999,41.95022611
-87.8237556899,41.7410658399
-87.68343457,41.90589816
-87.67144716,41.89327431
-87.63303643,41.9052222899
-87.64866164,41.94968567
-87.6989307399,41.9174815
-87.74413844,41.85836401
-87.6465732799,41.8792557499
-87.7929359,41.79928083
-87.94215461,41.87286111
-87.6906778999,41.66252972
-87.63240168,41.88898659
-87.90426988,41.81529037
-87.6323519999,41.88423248
-87.637335956,41.9182935671
-87.6682942599,41.72260312
-87.6227160899,41.8935812599
-87.67887948,41.9031912299
-87.6403054999,41.92285467
-87.6426172256,41.8806851011
-87.6994925799,41.95467347
-87.5940658399,41.8032057699
-87.9389159299,41.87626266
-87.69204426,41.79375138
-87.68183618,41.9031320599
-87.6294036099,41.8823846299
-87.70196658,41.8983036899
-87.7821000699,41.89645378
-87.6853647399,41.67994053
-87.6222780599,41.858344
-87.5328300599,41.70740585
-87.5925502999,41.7995357699
-87.6863481,41.92415855
-87.7035822999,41.70084439
-87.6290050799,41.89567213
-87.6353471999,41.89397805
-87.9092253999,41.80123391
-87.9415341299,41.9052301199
-87.7630003,41.6333494
-87.79681286,41.7260042099
-87.70900507,41.92032377
-87.9232847699,41.8822143299
-87.6140248775,41.8348610318
-87.62556338,41.8858072499
-87.67520811,41.8273178
-87.69062547,41.95857943
-87.69573597,41.7098859999
-87.6290514199,41.85709614
-87.62654469,41.90680479
-87.77702802,41.64828219
-87.6259493499,41.90855835
-87.6826710499,41.69935747
-87.77876799,41.87271667
-87.7693477699,41.8274789299
-87.6004832299,41.80088962
-87.71330996,41.92548105
-87.6296813499,41.89349887
-87.61630961,41.89266776
-87.5915305799,41.78888039
-87.6127722859,41.891499554
-87.62228507,41.85937186
-87.7022944499,41.92455996
-87.89480638,41.77481993
-87.6257649064,41.8364481687
-87.8402664999,41.7290483
-87.6409544499,41.8749442299
-87.62575653,41.8643733199
-87.6411195,41.9445360799
-87.5398507999,41.654665
-87.76170211,41.8248761099
-87.69993825,41.92752798
-87.63520993,41.8899911399
-87.61445093,41.78543759
-87.6307563,41.8948412
-87.7790425275,41.8595528621
-87.6454023,41.9400630499
-87.9393146,41.8615342
-87.7105848399,41.7788549899
-87.8130802799,41.88593474
-87.67508026,41.67619554
-87.67589211,41.9105174899
-87.6563067799,41.96092869
-87.64245857,41.8760379499
-87.69438651,41.9192163
-87.6323519999,41.8840980299
-87.6885908699,41.69331777
-87.59037134,41.79739852
-87.84192317,41.7226567499
-87.6432695499,41.8979044399
-87.6758819818,41.8468469181
-87.8964864999,41.7743942999
-87.73573376,41.621592
-87.62776272,41.88286379
-87.6399607099,41.88188349
-87.6295869199,41.87313254
-87.6610504599,41.6978212799
-87.59158243,41.7916588399
-87.7793242799,41.7011177999
-87.66401147,41.94748208
-87.6243821399,41.8778475
-87.621615529,41.8985433992
-87.9026441999,41.8747776599
-87.6324489712,41.8839521143
-87.6341269699,41.8832112799
-87.7999475598,41.8885667853
-87.61648289,41.8865391
-87.6847962199,41.9126088599
-87.7104185999,41.9528805599
-87.6220732099,41.89762341
-87.7044892899,41.95793338
-87.7758830199,41.7086939
-87.7351923199,41.63501016
-87.7907717227,41.8875504281
-87.64391471,41.9004005299
-87.65949978,41.9206827699
-87.66708133,41.9297081599
-87.63250646,41.8884750499
-87.90627523,41.7737637099
-87.80669921,41.7402248499
-87.93406034,41.90291588
-87.6396238803,41.9265238273
-87.6331758499,41.9104534766
-87.7634102699,41.83310118
-87.6709518699,41.80555643
-87.8561683599,41.82017213
-87.6165783405,41.8925382106
-87.6306438446,41.872452925
-87.6336855699,41.8765696999
-87.6815333899,41.8976553099
-87.6612005599,41.90928815
-87.61767158,41.89137667
-87.71171108,41.72489558
-87.6580383999,41.8715067999
-87.6260030699,41.90878339
-87.6741890299,41.95355132
-87.6326669999,41.89808225
-87.71235368,41.67346701
-87.84672634,41.75261718
-87.9041701999,41.8840267
-87.88113572,41.82049597
-87.85617611,41.8152771199
-87.8878322999,41.8477006
-87.63861151,41.81722972
-87.6828244999,41.88118294
-87.64074003,41.9182877
-87.66685938,41.8355811799
-87.6235815882,41.8659990523
-87.64004087,41.8963029499
-87.6306438446,41.872452925
-87.8686772399,41.82332281
-87.67381828,41.9556223
-87.67673627,41.94234122
-87.6935469499,41.9175389199
-87.6267445,41.9078340299
-87.7682261599,41.70162562
-87.6127722859,41.891499554
-87.6782817099,41.9478053699
-87.6485399299,41.91903749
-87.62737321,41.88453332
-87.66864148,41.9047451599
-87.7181764,41.69680365
-87.6750912699,41.91389532
-87.6345560999,41.88574887
-87.9322288599,41.87239589
-87.6518601899,41.88673353
-87.6619957,41.9140302799
-87.6242888599,41.87405478
-87.62143849,41.9000754599
-87.8291964,41.7583786
-87.7199821899,41.7163536999
-87.6299108399,41.9021652899
-87.6281332969,41.8635445242
-87.6804070299,41.8705775999
-87.67753433,41.91350433
-87.6345560999,41.88574887
-87.65453318,41.89502761
-87.7300465699,41.9121419399
-87.79651389,41.7943706599
-87.6127510099,41.8139979899
-87.6540579299,41.9391297299
-87.6484875499,41.9356116299
-87.6207858399,41.8584978199
-87.6989524899,41.70455529
-87.6863820199,41.93310738
-87.57064631,41.72820437
-87.71012686,41.74460289
-87.65670839,41.8680434899
-87.7007049599,41.9544829
-87.5916833,41.7958946099
-87.64309935,41.90085346
-87.5820439999,41.62916947
-87.67225449,41.9353691
-87.72648331,41.69121724
-87.6757494999,41.8021006
-87.74891293,41.68621058
-87.7550324422,41.7503148095
-87.800194323,41.8890440083
-87.69906306,41.9240160499
-87.6290050799,41.89567213
-87.6336423599,41.8891710099
-87.6150626099,41.8938227599
-87.62774326,41.8940938
-87.64274808,41.93871655
-87.70387882,41.9200420199
-87.80066001,41.8962485099
-87.6306438446,41.872452925
-87.8696652299,41.8156754199
-87.63651092,41.88061504
-87.6879407899,41.71139362
-87.70868219,41.70505473
-87.7035892009,41.849951828
-87.6923760199,41.90204545
-87.66957438,41.89139162
-87.67631418,41.90140267
-87.73977492,41.62708606
-87.70160337,41.92329601
-87.6206257939,41.8931185625
-87.6667610199,41.8988332899
-87.6376480699,41.8955703299
-87.6150230599,41.80464056
-87.68263679,41.83095636
-87.5853915499,41.80333482
-87.6385295391,41.8910562929
-87.7082819799,41.92476486
-87.87648789,41.82638579
-87.7203695099,41.79328401
-87.6058898999,41.82537913
-87.70924367,41.7241847399
-87.6305556399,41.87103631
-87.67521922,41.70758223
-87.6661355699,41.93732132
-87.72286106,41.94098239
-87.64586642,41.9116197299
-87.6591422,41.9479491
-87.71523152,41.7197797299
-87.6871192299,41.94992098
-87.6829173999,41.83036649
-87.6676970999,41.94920315
-87.6343079499,41.87684247
-87.65655384,41.9410217
-87.64547652,41.85916318
-87.6386887,41.8888370399
-87.65636207,41.88036043
-87.6246786117,41.8855113419
-87.5932959,41.8097162999
-87.6326018571,41.8865240707
-87.6263763999,41.8718274499
-87.62757195,41.8932992
-87.6465732799,41.8792557499
-87.79472078,41.8972185499
-87.7829179999,41.92138752
-87.6803761299,41.9565245499
-87.7999475598,41.8885667853
-87.80067649,41.8968030899
-87.7428168299,41.9197061899
-87.6325562596,41.867533484
-87.70805343,41.6889041199
-87.67294415,41.90750267
-87.8813390699,41.8242658699
-87.6298234399,41.86986704
-87.55076436,41.66059691
-87.79501222,41.86346847
-87.6840884199,41.92342167
-87.6346648399,41.8455087099
-87.6335728168,41.9138546932
-87.66218274,41.9510014199
-87.76977078,41.92784391
-87.6558036899,41.91900024
-87.66900449,41.95121464
-87.6758142,41.8501209699
-87.60479601,41.7908161399
-87.7254881082,41.6664712216
-87.6902470099,41.95037404
-87.6619957,41.9140302799
-87.7262860536,41.9391345811
-87.6895607,41.6854530999
-87.7752536099,41.89899359
-87.6536176799,41.9217600699
-87.75473891,41.6529984599
-87.6559066699,41.89564759
-87.6326344699,41.8893902399
-87.6186302304,41.8876662418
-87.94353517,41.8517676
-87.6943375799,41.8127627599
-87.64041357,41.88909787
-87.6786472299,41.95125816
-87.6410312099,41.8947004199
-87.92815858,41.88709638
-87.64230732,41.8818570199
-87.6980405799,41.8129655999
-87.62506906,41.9045766899
-87.84283186,41.82474861
-87.6395927199,41.91831382
-87.6782404199,41.8947996899
-87.6719396999,41.90830719
-87.63610878,41.85769501
-87.65983667,41.9252902799
-87.6367726922,41.8828837634
-87.78473076,41.77491931
-87.6711391,41.90138674
-87.80605244,41.88058173
-87.6714663399,41.8255053999
-87.6453200499,41.9480071899
-87.64374087,41.9491564
-87.6524104899,41.94544932
-87.73886618,41.91977473
-87.87619286,41.86079054
-87.62081786,41.8615885299
-87.6240592799,41.8631229599
-87.6359831999,41.87932029
-87.6394674999,41.93745277
-87.69416861,41.8491962399
-87.6743944199,41.8889752999
-87.6345036099,41.9048001999
-87.7127828699,41.76314973
-87.7506014899,41.73539152
-87.80279,41.8937590099
-87.6542074094,41.8851651516
-87.64347723,41.91294379
-87.62700972,41.900773
-87.88647674,41.83757183
-87.80669921,41.7402248499
-87.79833551,41.72254788
-87.5854754447,41.8031370887
-87.829407,41.7189821999
-87.74041678,41.64489256
-87.70371858,41.6842184599
-87.6011181599,41.7828404799
-87.65818771,41.8785860899
-87.7357497999,41.72940631
-87.7804410399,41.87037197
-87.7541765999,41.65658118
-87.54366907,41.6481903399
-87.6776234,41.91830858
-87.67243485,41.9341590299
-87.6599949,41.9453083599
-87.7803338599,41.7049761999
-87.74842126,41.7070502199
-87.6235815882,41.8659990523
-87.8250090599,41.8347691
-87.7864148799,41.75114561
-87.6535016298,41.9231751735
-87.61949164,41.80623791
-87.6145586371,41.8910427154
-87.63019572,41.91105076
-87.66020319,41.8829525
-87.8743322499,41.80813193
-87.84656888,41.8263059299
-87.8178461199,41.89007636
-87.7190619299,41.95471209
-87.7799751099,41.89428214
-87.7094409,41.6938489599
-87.62733231,41.8869566099
-87.73041462,41.9234994799
-87.76818663,41.6999509799
-87.91013999,41.8709209299
-87.89756395,41.8121808599
-87.63992928,41.8974152199
-87.6694500446,41.9160482221
-87.7737307,41.85201765
-87.65213083,41.9179333599
-87.62719633,41.88861275
-87.6354366199,41.8780878199
-87.78745653,41.78019081
-87.67841567,41.9022544099
-87.6281147699,41.8937629799
-87.6665612299,41.6844838399
-87.67297786,41.94588633
-87.6256725199,41.86099139
-87.8179407899,41.88602505
-87.77398456,41.72475354
-87.64351431,41.8780221199
-87.65580636,41.9319151199
-87.69104407,41.65853057
-87.66777168,41.8717173499
-87.78257859,41.90020896
-87.62757195,41.8932992
-87.6841304099,41.91763575
-87.64714057,41.87255622
-87.67038388,41.9287376999
-87.6246196031,41.8824200736
-87.64232694,41.89062657
-87.64301365,41.9282515399
-87.6402827499,41.84451354
-87.69502024,41.92588013
-87.6839018,41.81171159
-87.6470699599,41.95044482
-87.72209315,41.6663175999
-87.6295869199,41.87313254
-87.66267172,41.88659829
-87.7364307,41.7865834099
-87.6928455799,41.8938790999
-87.61767158,41.89137667
-87.65660492,41.9429022699
-87.63652061,41.9243468
-87.74234776,41.72733531
-87.6246544718,41.8677108542
-87.72690258,41.6802710099
-87.69470436,41.9494491
-87.65470677,41.8855577799
-87.65337954,41.9187567099
-87.5881549599,41.78477377
-87.6799055099,41.9102199399
-87.63140853,41.9028188599
-87.69968842,41.9607192
-87.6629029199,41.94068961
-87.6485763099,41.9201920699
-87.68967435,41.9522000999
-87.66514243,41.8874115799
-87.69920032,41.8116241
-87.6244881749,41.8764513147
-87.6262554599,41.9111255799
-87.6926319899,41.9585616099
-87.6435747742,41.9463347619
-87.6343079499,41.87684247
-87.64109181,41.9365499099
-87.64647494,41.85196225
-87.64958242,41.9140414399
-87.7950871299,41.8673411099
-87.6239183699,41.8568148
-87.77876799,41.87271667
-87.63908976,41.9259787
-87.76399069,41.73626652
-87.68633441,41.91714626
-87.8741175699,41.81495661
-87.71310352,41.69372054
-87.6383015513,41.9391598534
-87.6270190799,41.90239667
-87.6207858399,41.8584978199
-87.5904113699,41.8076822399
-87.90994994,41.81844323
-87.70084189,41.95878247
-87.67298114,41.93421819
-87.81905566,41.8267447599
-87.62735112,41.8612114499
-87.6335728168,41.9138546932
-87.6690414299,41.8559273999
-87.61767158,41.89137667
-87.6834062599,41.94751505
-87.7200639299,41.6346934199
-87.6193506,41.89766805
-87.6169262399,41.8116503199
-87.7111058699,41.95753133
-87.6726868399,41.9152601999
-87.6653821999,41.7019985
-87.64755811,41.94432023
-87.7089441199,41.7140285099
-87.77137668,41.7339488699
-87.89711954,41.78972121
-87.67080581,41.85227136
-87.63094236,41.8849664199
-87.6376673999,41.90423211
-87.63986194,41.8863264
-87.6352894399,41.8374211499
-87.67771799,41.9205029399
-87.67366864,41.91782955
-87.9243934,41.8516351
-87.649719,41.95534946
-87.6367644099,41.8814773
-87.65579762,41.93168738
-87.63250646,41.8884750499
-87.7247619099,41.80709566
-87.89725556,41.89236446
-87.79179175,41.71638789
-87.65940449,41.93309584
-87.6222646236,41.8852353098
-87.69576451,41.91097889
-87.64861191,41.92137263
-87.6652057,41.8776789799
-87.65649333,41.93916345
-87.66229466,41.9216413199
-87.72486621,41.94372048
-87.6553801299,41.8429141499
-87.79138459,41.86719385
-87.7221418799,41.70664518
-87.6925219999,41.95407009
-87.67789197,41.89152662
-87.5910872099,41.79954712
-87.6853653,41.8443143
-87.7634326499,41.7914387699
-87.7300668299,41.9130414099
-87.6291980799,41.8932771699
-87.63587162,41.8939730299
-87.65103489,41.8791823899
-87.61767158,41.89137667
-87.66457527,41.9254323999
-87.6976481899,41.8537233899
-87.70651786,41.9539979099
-87.65869145,41.87779382
-87.6394674999,41.93745277
-87.89078306,41.7931328499
-87.8159515199,41.75688093
-87.81232117,41.7711005199
-87.6399880499,41.91797085
-87.9369148699,41.85274185
-87.6296440299,41.89200051
-87.8613385599,41.7908166699
-87.8015037499,41.8638878499
-87.6190041299,41.8895257499
-87.7764872399,41.8999986
-87.63259469,41.8979753899
-87.62080636,41.7938666499
-87.9013753699,41.8493711899
-87.6349192857,41.8807170531
-87.7843600199,41.71522198
-87.6629838399,41.91435689
-87.621615529,41.8985433992
-87.6164978742,41.8845924506
-87.8924556999,41.86998811
-87.6142678399,41.83697199
-87.6227093899,41.80427891
-87.6507536499,41.91815056
-87.6721749499,41.90408394
-87.62551428,41.8880704999
-87.9393146,41.8615342
-87.6329179699,41.90101114
-87.61861473,41.8991355599
-87.6439708799,41.87701057
-87.63372137,41.8966163999
-87.6367772499,41.8915632699
-87.6168653368,41.8366140344
-87.60889142,41.8060431899
-87.73603246,41.67439735
-87.71946886,41.7032025999
-87.6883415799,41.6859560799
-87.6513344049,41.8902100948
-87.75265921,41.7989401
-87.6439907299,41.94223135
-87.8683090209,41.8004951279
-87.78888899,41.82612866
-87.6770710299,41.95513839
-87.7103304799,41.9265076499
-87.6819723499,41.85150867
-87.8113389015,41.7119144879
-87.72858956,41.7183972699
-87.6587830699,41.8822150299
-87.63584237,41.8923871
-87.7948830299,41.90399447
-87.62851537,41.86836942
-87.68026498,41.6655585999
-87.5964561699,41.79234975
-87.71382165,41.91185636
-87.6851431999,41.70036778
-87.6392617821,41.9290690591
-87.62792591,41.8881712299
-87.62757222,41.90832212
-87.78373768,41.74441189
-87.5931599799,41.7902293599
-87.6905162599,41.7377802299
-87.6232382655,41.834708751
-87.60210725,41.8007945199
-87.59482869,41.8096977
-87.7654039399,41.7780139099
-87.62998118,41.9043547699
-87.6310809,41.89036771
-87.70700334,41.9605604899
-87.79793374,41.77471783
-87.65519249,41.93692912
-87.80066001,41.8962485099
-87.6420832799,41.9316939799
-87.5964587699,41.7925226099
-87.63184823,41.8900110299
-87.67837088,41.66156669
-87.65323949,41.91447818
-87.62443163,41.88051189
-87.6305955648,41.8703597621
-87.6954400999,41.7624471
-87.68044602,41.90596871
-87.65588667,41.9214467899
-87.64807824,41.92548463
-87.6726384499,41.9128433799
-87.6279155099,41.89914721
-87.9552897899,41.9106174599
-87.6602218299,41.93526773
-87.60483069,41.80048235
-87.7178415599,41.95446441
-87.6252807,41.8859753899
-87.7023379,41.91488745
-87.6267895102,41.89489619
-87.68317378,41.67811436
-87.62055874,41.8869062699
-87.70999915,41.8470721099
-87.6385295391,41.8910562929
-87.6697546599,41.8304637
-87.6403266191,41.8873064201
-87.78667375,41.89967878
-87.78467528,41.8891731
-87.7288353099,41.77761865
-87.7129267699,41.61239767
-87.7111730599,41.7072748499
-87.64344364,41.9456223199
-87.72446078,41.9290914999
-87.6486560299,41.8362384599
-87.58618724,41.80690268
-87.7859181599,41.84914046
-87.63825683,41.88994773
-87.6782793299,41.9596682399
-87.6711445899,41.90738437
-87.67381842,41.93272395
-87.6833064,41.6820256
-87.7812847495,41.7144099335
-87.79071016,41.84564282
-87.8455721299,41.8317415499
-87.9629194999,41.89466945
-87.77170078,41.72981157
-87.5709430699,41.74124888
-87.7800249099,41.7237113699
-87.9489889,41.8465037
-87.6667436999,41.95067816
-87.71194001,41.6125037099
-87.6359299599,41.89157998
-87.7913550699,41.8968315799
-87.8001201999,41.7604309
-87.8001059799,41.86060374
-87.58618724,41.80690268
-87.8369312699,41.89105001
-87.64098445,41.8762123699
-87.64878962,41.89134313
-87.65582809,41.9202239899
-87.6899393399,41.95767742
-87.6470845599,41.9504656499
-87.7115886699,41.7200256799
-87.6477453899,41.8843333599
-87.6764708599,41.8293800599
-87.69852086,41.84467918
-87.6466131499,41.95412119
-87.6771109999,41.8489643699
-87.6564549499,41.91496938
-87.6185583999,41.8845989
-87.6731559899,41.91236975
-87.62316371,41.8949684299
-87.7328981,41.6587077
-87.61648289,41.8865391
-87.6536176799,41.9217600699
-87.8161407999,41.8258355099
-87.78399217,41.6630427699
-87.66226905,41.9304637999
-87.69571297,41.72278609
-87.64750997,41.94945251
-87.78458534,41.8856813499
-87.62735112,41.8612114499
-87.7162064099,41.9398463599
-87.7447837099,41.71739096
-87.6407042,41.93558849
-87.7512290899,41.65743495
-87.7914556399,41.8695827499
-87.6485862499,41.8329690699
-87.6232114434,41.880643164
-87.72165189,41.72565068
-87.6587844299,41.71610308
-87.68258719,41.9204314799
-87.67445519,41.85496345
-87.6279367,41.9032041
-87.6967954499,41.9196697699
-87.6345036099,41.9048001999
-87.8701673,41.84393619
-87.79860429,41.87403333
-87.6429291,41.8948879399
-87.76395127,41.73509004
-87.7787478799,41.8560396
-87.7911035099,41.85907486
-87.69886744,41.7019285599
-87.63675374,41.88101273
-87.88912537,41.77304705
-87.7168545199,41.8323603099
-87.7427113699,41.64077884
-87.64243202,41.91800645
-87.63094236,41.8849664199
-87.7922688999,41.8432785999
-87.6821891799,41.9053625299
-87.6185583999,41.8845989
-87.6535016298,41.9231751735
-87.9217769699,41.8961480999
-87.65445085,41.90236738
-87.6938070399,41.71354852
-87.70268461,41.71013318
-87.7814898999,41.82360646
-87.6483432699,41.87631048
-87.7236173799,41.9426362199
-87.67337066,41.69191038
-87.65662967,41.94379724
-87.6525297599,41.9584942799
-87.84269955,41.81525588
-87.6707880799,41.96053809
-87.6531878113,41.8835527329
-87.7576954099,41.9305007999
-87.66267874,41.85707422
-87.81037788,41.90169043
-87.6669349,41.89518317
-87.73128228,41.6291926
-87.64311265,41.92191433
-87.7069687843,41.9587162134
-87.7120088599,41.6804194099
-87.68333608,41.8958160999
-87.9299644099,41.90832076
-87.7141903299,41.91184779
-87.7582482499,41.8241706399
-87.69377294,41.9260216799
-87.6573895599,41.89197473
-87.800194323,41.8890440083
-87.85849518,41.8120084899
-87.6403266191,41.8873064201
-87.7095189082,41.7515159997
-87.6354366199,41.8780878199
-87.68336917,41.9206956
-87.63651092,41.88061504
-87.62413225,41.8671094199
-87.7052263799,41.9183664899
-87.64426013,41.8864651399
-87.8064933,41.7817281
-87.7252428999,41.9455158999
-87.6749049799,41.90444464
-87.6398152299,41.88497745
-87.6741890299,41.95355132
-87.75435683,41.70680625
-87.624297738,41.884750204
-87.63238474,41.88603286
-87.6261189579,41.8896406985
-87.71854543,41.9379238499
-87.68564492,41.94145361
-87.70295631,41.8235418399
-87.6283505558,41.9047320778
-87.6479268599,41.9543671699
-87.75060928,41.8578540399
-87.6797663699,41.9065424799
-87.6676819,41.9486661999
-87.6602127099,41.7105753
-87.80682821,41.78172072
-87.64087551,41.9070381599
-87.7709937099,41.92809099
-87.8516810099,41.83173905
-87.72074435,41.8385401199
-87.7441769099,41.70603929
-87.5388952999,41.7035717999
-87.62625533,41.8833463699
-87.6315768599,41.89564285
-87.6247698068,41.8899744832
-87.68949055,41.95858949
-87.64374485,41.8868009099
-87.7973305999,41.822701
-87.69074639,41.91755966
-87.8233132499,41.70217453
-87.62146851,41.8555335
-87.6312649,41.89769325
-87.6037218499,41.7858670299
-87.6426172256,41.8806851011
-87.66567353,41.83115996
-87.6739079299,41.9147966399
-87.8757338799,41.8516730999
-87.6127722859,41.891499554
-87.6160579919,41.8910966257
-87.65110889,41.9091157499
-87.7917370499,41.7985577999
-87.73671774,41.6982977999
-87.75347256,41.70018816
-87.82389186,41.74498466
-87.79471972,41.8971804099
-87.93919151,41.89775387
-87.62974964,41.8699031499
-87.6423329099,41.8263708599
-87.67085075,41.84923431
-87.6005235699,41.80026671
-87.68693944,41.9256758599
-87.6220732099,41.89762341
-87.7771302,41.9301426999
